ID,uniorg,interests,subject,grad_date,course_level,branch_name,age,gender,space_word,mtype,status,registration_date
338,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
339,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
340,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
341,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
342,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
343,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
344,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
345,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
346,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
347,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
348,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
349,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
350,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
351,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
352,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
353,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
354,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
355,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
356,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
357,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
358,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
359,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
360,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
361,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
362,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
363,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
364,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
365,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
366,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
367,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
368,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
369,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
370,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
371,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
372,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
373,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
374,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,female,,branch,150,01/01/2012
375,University of Lancaster,,,,,Lancaster SEDS,0,female,,branch,150,01/01/2012
376,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
377,MSSL,,,,,MSSLSEDS,0,male,,branch,150,01/01/2012
378,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
379,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
380,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
381,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
382,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
383,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
384,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
385,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
386,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
387,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
388,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
389,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
390,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
391,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
392,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
393,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
394,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
395,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
396,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
397,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
398,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,female,,branch,150,01/01/2012
399,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
400,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
401,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
402,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
403,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
404,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
405,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
406,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
407,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
408,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
409,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
410,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
411,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
412,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
413,Salford University,,,,,Salford University Engineers' Union,0,male,,branch,150,01/01/2012
414,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
415,University of Lancaster,,,,,Lancaster SEDS,0,male,,branch,150,01/01/2012
416,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
417,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
418,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
419,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
420,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
421,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
422,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
423,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
424,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
425,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
426,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
427,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
428,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
429,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
430,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
431,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
432,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
433,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
434,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
435,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
436,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
437,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
438,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
439,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
440,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
441,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
442,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
443,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
444,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
445,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
446,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
447,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
448,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
449,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
450,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
451,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
452,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
453,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
454,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
455,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
456,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
457,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
458,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
459,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
460,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
461,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
462,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
463,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
464,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
465,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
466,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
467,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
468,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
469,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
470,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
471,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
472,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
473,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
474,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
475,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
476,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
477,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
478,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
479,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
480,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
481,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
482,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
483,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
484,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
485,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
486,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
487,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
488,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
489,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
490,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
491,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
492,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
493,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
494,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
495,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
496,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
497,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
498,University of Manchester,,,,,,0,male,,branch,150,01/01/2012
499,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
500,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
501,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
502,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
503,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
504,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
505,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
506,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
507,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
508,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
509,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
510,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
511,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
512,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
513,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
514,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
515,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
516,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
517,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
518,Open University,,,,,OUSEDS,0,,,branch,150,01/01/2012
519,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
520,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
521,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
522,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
523,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
524,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
525,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
526,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
527,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
528,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
529,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
530,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,female,,branch,150,01/01/2012
531,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,,,branch,150,01/01/2012
532,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,female,,branch,150,01/01/2012
533,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
534,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,,,branch,150,01/01/2012
535,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,,,branch,150,01/01/2012
536,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,,,branch,150,01/01/2012
537,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
538,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,female,,branch,150,01/01/2012
539,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,female,,branch,150,01/01/2012
540,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,,,branch,150,01/01/2012
541,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
542,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
543,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
544,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
545,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
546,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
547,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,,,branch,150,01/01/2012
548,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
549,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
550,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
551,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
552,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
553,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
554,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
555,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
556,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
557,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
558,University of Surrey,,,,,Surrey EARS,0,female,,branch,150,01/01/2012
559,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
560,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
561,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
562,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
563,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
564,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
565,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
566,Aberystwyth University,,,,,Aberystwyth PhySoc,0,,,branch,150,01/01/2012
567,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
568,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,01/01/2012
569,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
570,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
